shopping_mall_id,shopping_mall
10027,"king of prussia mall"
10028,"galleria mall"
10029,"central world"
10030,"the grove"
10031,"kuala lumpur city centre (klcc)"
10032,"westfield london"
10033,"mitsui outlet park"
10034,"dubai mall"
10035,"mitsui outlet park"
10036,"marina bay sands shopping mall"
10037,"kuala lumpur city centre (klcc)"
10038,"marina bay sands shopping mall"
10039,"korsh mall"
10040,"the shops at columbus circle"
10041,"faisalabad mall"
10042,"siam paragon"
10043,"istanbul cevahir avm"
10044,"lujiazui shopping mall"
10045,"nanjing deji plaza"
10046,"siam paragon"
10047,"the outlets at orange"
10048,"king abdulaziz center"
10049,"zorlu center"
10050,"the mall at millenia"
10051,"galeries lafayette"
10052,"westfield world trade center"
10053,"galleria mall"
10054,"korsh mall"
10055,"moscow mall"
10056,"the outlets at orange"
10057,"central world"
10058,"king abdulaziz center"
10059,"kuala lumpur city centre (klcc)"
10060,"kuala lumpur city centre (klcc)"
10061,"mall of the emirates"
10062,"central world"
10063,"galleria mall"
10064,"mitsui outlet park"
10065,kanyon
10066,"lujiazui shopping mall"
10067,kanyon
10068,"robinsons galleria"
10069,"galleria vittorio emanuele ii"
10070,"marina bay sands shopping mall"
10071,"the grove"
10072,"beverly center"
10073,"beverly center"
10074,"tokyo midtown"
10075,"istanbul cevahir avm"
10076,"oasis mall"
10077,"mall of the emirates"
10078,"la rinascente"
10079,"faisalabad mall"
10080,"faisalabad mall"
10081,"moscow mall"
10082,"korsh mall"
10083,"lujiazui shopping mall"
10084,"chadstone shopping centre"
10085,takashimaya
10086,"oasis mall"
10087,"sm seaside city cebu"
10088,vivocity
10089,"mall of the emirates"
10090,"south coast plaza"
10091,"robinsons place manila"
10092,"robinsons place manila"
10093,"lotte world mall"
10094,"centro santa fe"
10095,"the shops at columbus circle"
10096,"tokyo midtown"
10097,"galleria mall"
10098,"nanjing deji plaza"
10099,"moscow mall"
10100,"centro coyoacÃƒÂ¡n"
10101,"the mall at millenia"
10102,"faisalabad mall"
10103,"westfield london"
10104,"mitsui outlet park"
10105,"beverly center"
10106,"zorlu center"
10107,"king of prussia mall"
10108,"lotte world mall"
10109,"moscow mall"
10110,"centro santa fe"
10111,kanyon
10112,"westfield world trade center"
10113,"plaza satÃƒÂ©lite"
10114,"fifth avenue"
10115,"king abdulaziz center"
10116,"lotte world mall"
10117,"forum istanbul"
10118,"nanjing deji plaza"
10119,"robinsons place manila"
10120,takashimaya
10121,"la rinascente"
10122,"dubai mall"
10123,"robinsons place manila"
10124,"the shops at columbus circle"
10125,"robinsons galleria"
10126,"tokyo midtown"
10127,"chadstone shopping centre"
10128,"mitsui outlet park"
10129,"oasis mall"
10130,"nanjing deji plaza"
10131,"lotte world mall"
10132,"forum istanbul"
10133,"korsh mall"
10134,"dubai mall"
10135,"king of prussia mall"
10136,"the outlets at orange"
10137,"the outlets at orange"
10138,"westfield parramatta"
10139,"robinsons place manila"
10140,takashimaya
10141,"beverly center"
10142,"robinsons galleria"
10143,"king abdulaziz center"
10144,"forum istanbul"
10145,"korsh mall"
10146,"forum istanbul"
10147,"sm mall of asia"
10148,"galleria vittorio emanuele ii"
10149,"westfield london"
10150,"mitsui outlet park"
10151,"kuala lumpur city centre (klcc)"
10152,"centro santa fe"
10153,"tokyo midtown"
10154,"galeries lafayette"
10155,"chadstone shopping centre"
10156,"mall of america"
10157,"mitsui outlet park"
10158,"king of prussia mall"
10159,"tokyo midtown"
10160,kanyon
10161,"oasis mall"
10162,"westfield london"
10163,"moscow mall"
10164,"robinsons galleria"
10165,"plaza satÃƒÂ©lite"
10166,"korsh mall"
10167,"the outlets at orange"
10168,"the dubai mall"
10169,"the mall at millenia"
10170,"south coast plaza"
10171,"mitsui outlet park"
10172,"robinsons galleria"
10173,vivocity
10174,"lujiazui shopping mall"
10175,"robinsons galleria"
10176,"westfield world trade center"
10177,"siam paragon"
10178,"mall of the emirates"
10179,"chadstone shopping centre"
10180,"la rinascente"
10181,"aventura mall"
10182,"korsh mall"
10183,"prada store tokyo"
10184,"westfield london"
10185,"robinsons galleria"
10186,"dubai mall"
10187,"westfield london"
10188,"dubai mall"
10189,"lujiazui shopping mall"
10190,vivocity
10191,"aventura mall"
10192,"galleria mall"
10193,"pavilion kuala lumpur"
10194,"la rinascente"
10195,"kuala lumpur city centre (klcc)"
10196,"fifth avenue"
10197,"plaza satÃƒÂ©lite"
10198,"la rinascente"
10199,"oasis mall"
10200,"centro coyoacÃƒÂ¡n"
10201,"zorlu center"
10202,"the shops at columbus circle"
10203,"westfield london"
10204,"siam paragon"
10205,"westfield parramatta"
10206,"the shops at columbus circle"
10207,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
10208,"la rinascente"
10209,"beverly center"
10210,"robinsons place manila"
10211,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
10212,"fifth avenue"
10213,"king abdulaziz center"
10214,"sm mall of asia"
10215,"king abdulaziz center"
10216,"the outlets at orange"
10217,"robinsons place manila"
10218,"beverly center"
10219,"forum istanbul"
10220,"kuala lumpur city centre (klcc)"
10221,"the shops at columbus circle"
10222,"faisalabad mall"
10223,"the outlets at orange"
10224,"sm seaside city cebu"
10225,"the outlets at orange"
10226,"mall of america"
10227,"siam paragon"
10228,"centro santa fe"
10229,"the grove"
10230,"beverly center"
10231,"robinsons place manila"
10232,"galleria mall"
10233,"mall of america"
10234,"the shops at columbus circle"
10235,"nanjing deji plaza"
10236,"centro coyoacÃƒÂ¡n"
10237,"tokyo midtown"
10238,"galleria vittorio emanuele ii"
10239,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
10240,"korsh mall"
10241,"king of prussia mall"
10242,"westfield parramatta"
10243,"robinsons galleria"
10244,"chadstone shopping centre"
10245,"westfield parramatta"
10246,"sm seaside city cebu"
10247,"centro santa fe"
10248,"forum istanbul"
10249,"plaza satÃƒÂ©lite"
10250,"south coast plaza"
10251,"moscow mall"
10252,"tokyo midtown"
10253,"sm mall of asia"
10254,"king of prussia mall"
10255,"lotte world mall"
10256,"lotte world mall"
10257,"robinsons galleria"
10258,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
10259,"galleria mall"
10260,"the dubai mall"
10261,"galeries lafayette"
10262,"galeries lafayette"
10263,"zorlu center"
10264,"the outlets at orange"
10265,"dubai mall"
10266,"korsh mall"
10267,"dubai mall"
10268,"robinsons place manila"
10269,"westfield london"
10270,"robinsons place manila"
10271,"faisalabad mall"
10272,kanyon
10273,"robinsons place manila"
10274,"la rinascente"
10275,"king of prussia mall"
10276,"south coast plaza"
10277,"westfield parramatta"
10278,"mall of the emirates"
10279,"sm seaside city cebu"
10280,"oasis mall"
10281,"centro santa fe"
10282,takashimaya
10283,"mall of america"
10284,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
10285,"galleria vittorio emanuele ii"
10286,"oasis mall"
10287,"moscow mall"
10288,"tokyo midtown"
10289,"westfield london"
10290,"la rinascente"
10291,"dubai mall"
10292,"the mall at millenia"
10293,"galleria vittorio emanuele ii"
10294,"mall of america"
10295,"chadstone shopping centre"
10296,"westfield london"
10297,"beverly center"
10298,"the mall at millenia"
10299,"chadstone shopping centre"
10300,"the grove"
10301,"kuala lumpur city centre (klcc)"
10302,"oasis mall"
10303,"the outlets at orange"
10304,"la rinascente"
10305,"prada store tokyo"
10306,"the mall at millenia"
10307,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
10308,"istanbul cevahir avm"
10309,"the shops at columbus circle"
10310,"westfield world trade center"
10311,"dubai mall"
10312,"king of prussia mall"
10313,"mall of the emirates"
10314,"centro coyoacÃƒÂ¡n"
10315,"korsh mall"
10316,"the outlets at orange"
10317,"westfield world trade center"
10318,"sm seaside city cebu"
10319,"forum istanbul"
10320,"prada store tokyo"
10321,"nanjing deji plaza"
10322,"robinsons galleria"
10323,"galleria vittorio emanuele ii"
10324,"fifth avenue"
10325,vivocity
10326,"lotte world mall"
10327,"king of prussia mall"
10328,"mitsui outlet park"
10329,"westfield london"
10330,"korsh mall"
10331,"westfield world trade center"
10332,"forum istanbul"
10333,"plaza satÃƒÂ©lite"
10334,"oasis mall"
10335,"korsh mall"
10336,"fifth avenue"
10337,"king of prussia mall"
10338,"zorlu center"
10339,"chadstone shopping centre"
10340,"westfield london"
10341,"the outlets at orange"
10342,"istanbul cevahir avm"
10343,"the shops at columbus circle"
10344,"istanbul cevahir avm"
10345,"king of prussia mall"
10346,"robinsons place manila"
10347,"central world"
10348,"galleria vittorio emanuele ii"
10349,"galeries lafayette"
10350,"the grove"
10351,"la rinascente"
10352,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
10353,"galeries lafayette"
10354,"korsh mall"
10355,"westfield parramatta"
10356,"dubai mall"
10357,"zorlu center"
10358,"robinsons place manila"
10359,"beverly center"
10360,"forum istanbul"
10361,"dubai mall"
10362,"zorlu center"
10363,"beverly center"
10364,"westfield london"
10365,"marina bay sands shopping mall"
10366,"forum istanbul"
10367,takashimaya
10368,"prada store tokyo"
10369,"westfield world trade center"
10370,"siam paragon"
10371,"mall of america"
10372,"zorlu center"
10373,"central embassy"
10374,"mitsui outlet park"
10375,"westfield london"
10376,"mall of the emirates"
10377,"sm seaside city cebu"
10378,"central world"
10379,"the outlets at orange"
10380,"zorlu center"
10381,"kuala lumpur city centre (klcc)"
10382,"robinsons galleria"
10383,"dubai mall"
10384,"galleria mall"
10385,"centro santa fe"
10386,"istanbul cevahir avm"
10387,"prada store tokyo"
10388,"siam paragon"
10389,"la rinascente"
10390,"lotte world mall"
10391,"centro santa fe"
10392,takashimaya
10393,"zorlu center"
10394,vivocity
10395,"forum istanbul"
10396,"the dubai mall"
10397,"aventura mall"
10398,"sm seaside city cebu"
10399,"zorlu center"
10400,"forum istanbul"
10401,"robinsons place manila"
10402,"moscow mall"
10403,"istanbul cevahir avm"
10404,"robinsons galleria"
10405,"marina bay sands shopping mall"
10406,"plaza satÃƒÂ©lite"
10407,"la rinascente"
10408,"faisalabad mall"
10409,"the dubai mall"
10410,"lujiazui shopping mall"
10411,"tokyo midtown"
10412,"mitsui outlet park"
10413,"korsh mall"
10414,"mall of america"
10415,"tokyo midtown"
10416,"centro santa fe"
10417,"la rinascente"
10418,"plaza satÃƒÂ©lite"
10419,"centro santa fe"
10420,"nanjing deji plaza"
10421,"aventura mall"
10422,"dubai mall"
10423,"plaza satÃƒÂ©lite"
10424,"moscow mall"
10425,"the mall at millenia"
10426,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
10427,"galleria mall"
10428,"mall of the emirates"
10429,"aventura mall"
10430,"galeries lafayette"
10431,"kuala lumpur city centre (klcc)"
10432,"the outlets at orange"
10433,"oasis mall"
10434,"moscow mall"
10435,"westfield world trade center"
10436,"sm mall of asia"
10437,"central world"
10438,"king abdulaziz center"
10439,"istanbul cevahir avm"
10440,"faisalabad mall"
10441,"galleria mall"
10442,"tokyo midtown"
10443,"the mall at millenia"
10444,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
10445,"centro santa fe"
10446,"lotte world mall"
10447,vivocity
10448,"tokyo midtown"
10449,"mall of america"
10450,"westfield parramatta"
10451,"oasis mall"
10452,"forum istanbul"
10453,"kuala lumpur city centre (klcc)"
10454,"marina bay sands shopping mall"
10455,"central world"
10456,"lotte world mall"
10457,"prada store tokyo"
10458,"istanbul cevahir avm"
10459,"mall of the emirates"
10460,"beverly center"
10461,"lotte world mall"
10462,"robinsons place manila"
10463,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
10464,"mall of the emirates"
10465,"central embassy"
10466,kanyon
10467,vivocity
10468,"the shops at columbus circle"
10469,"galleria mall"
10470,"oasis mall"
10471,"centro santa fe"
10472,"tokyo midtown"
10473,"the dubai mall"
10474,"la rinascente"
10475,"mall of america"
10476,"lotte world mall"
10477,"la rinascente"
10478,"marina bay sands shopping mall"
10479,takashimaya
10480,"mitsui outlet park"
10481,"westfield parramatta"
10482,"robinsons place manila"
10483,"nanjing deji plaza"
10484,"central embassy"
10485,"zorlu center"
10486,"sm mall of asia"
10487,"marina bay sands shopping mall"
10488,"king abdulaziz center"
10489,"westfield world trade center"
10490,"dubai mall"
10491,"fifth avenue"
10492,"nanjing deji plaza"
10493,"south coast plaza"
10494,"westfield parramatta"
10495,"lotte world mall"
10496,"korsh mall"
10497,"kuala lumpur city centre (klcc)"
10498,"galleria vittorio emanuele ii"
10499,"the shops at columbus circle"
10500,"westfield london"
10501,"galleria mall"
10502,"beverly center"
10503,"oasis mall"
10504,"westfield world trade center"
10505,"galleria vittorio emanuele ii"
10506,"nanjing deji plaza"
10507,"plaza satÃƒÂ©lite"
10508,"nanjing deji plaza"
10509,takashimaya
10510,"south coast plaza"
10511,"robinsons place manila"
10512,"korsh mall"
10513,"central world"
10514,"south coast plaza"
10515,"central world"
10516,"the dubai mall"
10517,"king abdulaziz center"
10518,"nanjing deji plaza"
10519,"centro santa fe"
10520,vivocity
10521,"marina bay sands shopping mall"
10522,"king of prussia mall"
10523,"the mall at millenia"
10524,"pavilion kuala lumpur"
10525,"kuala lumpur city centre (klcc)"
10526,"prada store tokyo"
10527,"centro coyoacÃƒÂ¡n"
10528,"faisalabad mall"
10529,"beverly center"
10530,"dubai mall"
10531,"lujiazui shopping mall"
10532,"westfield london"
10533,takashimaya
10534,vivocity
10535,"centro santa fe"
10536,"moscow mall"
10537,"dubai mall"
10538,"plaza satÃƒÂ©lite"
10539,"the dubai mall"
10540,"beverly center"
10541,"pavilion kuala lumpur"
10542,"centro coyoacÃƒÂ¡n"
10543,takashimaya
10544,"centro coyoacÃƒÂ¡n"
10545,"the outlets at orange"
10546,"westfield parramatta"
10547,"galleria mall"
10548,"the outlets at orange"
10549,kanyon
10550,"dubai mall"
10551,"forum istanbul"
10552,vivocity
10553,"beverly center"
10554,kanyon
10555,"robinsons galleria"
10556,"king of prussia mall"
10557,"robinsons place manila"
10558,"central world"
10559,"robinsons place manila"
10560,"aventura mall"
10561,"mitsui outlet park"
10562,"chadstone shopping centre"
10563,"central embassy"
10564,"korsh mall"
10565,"moscow mall"
10566,"plaza satÃƒÂ©lite"
10567,"sm seaside city cebu"
10568,takashimaya
10569,"galeries lafayette"
10570,"galeries lafayette"
10571,"mitsui outlet park"
10572,"king abdulaziz center"
10573,"tokyo midtown"
10574,"moscow mall"
10575,"moscow mall"
10576,"mall of america"
10577,"beverly center"
10578,"siam paragon"
10579,"mall of the emirates"
10580,"marina bay sands shopping mall"
10581,"nanjing deji plaza"
10582,kanyon
10583,"chadstone shopping centre"
10584,"the outlets at orange"
10585,"pavilion kuala lumpur"
10586,"lujiazui shopping mall"
10587,"la rinascente"
10588,"dubai mall"
10589,"siam paragon"
10590,"galleria vittorio emanuele ii"
10591,"galleria vittorio emanuele ii"
10592,"galleria mall"
10593,"oasis mall"
10594,"galeries lafayette"
10595,"fifth avenue"
10596,"king abdulaziz center"
10597,"sm seaside city cebu"
10598,"moscow mall"
10599,"galleria mall"
10600,"mall of the emirates"
10601,"prada store tokyo"
10602,"the grove"
10603,"mall of america"
10604,"mitsui outlet park"
10605,"galleria vittorio emanuele ii"
10606,"beverly center"
10607,"la rinascente"
10608,kanyon
10609,"dubai mall"
10610,"the shops at columbus circle"
10611,"oasis mall"
10612,"central embassy"
10613,"nanjing deji plaza"
10614,"mall of the emirates"
10615,kanyon
10616,"prada store tokyo"
10617,"robinsons galleria"
10618,"centro santa fe"
10619,takashimaya
10620,"forum istanbul"
10621,"prada store tokyo"
10622,"istanbul cevahir avm"
10623,"central embassy"
10624,"south coast plaza"
10625,"mitsui outlet park"
10626,"istanbul cevahir avm"
10627,"mall of the emirates"
10628,"korsh mall"
10629,"forum istanbul"
10630,"beverly center"
10631,"mitsui outlet park"
10632,"galleria mall"
10633,"moscow mall"
10634,"mall of america"
10635,"fifth avenue"
10636,"zorlu center"
10637,"forum istanbul"
10638,"the dubai mall"
10639,"robinsons place manila"
10640,"lujiazui shopping mall"
10641,"the shops at columbus circle"
10642,"westfield parramatta"
10643,"moscow mall"
10644,"westfield world trade center"
10645,"westfield world trade center"
10646,"galleria vittorio emanuele ii"
10647,"centro santa fe"
10648,"centro santa fe"
10649,"tokyo midtown"
10650,"fifth avenue"
10651,"westfield london"
10652,"the outlets at orange"
10653,"mall of america"
10654,"aventura mall"
10655,"centro coyoacÃƒÂ¡n"
10656,"faisalabad mall"
10657,"tokyo midtown"
10658,"the mall at millenia"
10659,"the outlets at orange"
10660,"mitsui outlet park"
10661,vivocity
10662,"the mall at millenia"
10663,"la rinascente"
10664,"the dubai mall"
10665,"la rinascente"
10666,"dubai mall"
10667,"westfield london"
10668,"galleria mall"
10669,"robinsons galleria"
10670,"mall of america"
10671,"lujiazui shopping mall"
10672,"moscow mall"
10673,"zorlu center"
10674,"nanjing deji plaza"
10675,"sm mall of asia"
10676,"forum istanbul"
10677,"centro coyoacÃƒÂ¡n"
10678,"centro coyoacÃƒÂ¡n"
10679,"the mall at millenia"
10680,"zorlu center"
10681,"dubai mall"
10682,"lotte world mall"
10683,"la rinascente"
10684,"robinsons place manila"
10685,"central world"
10686,"south coast plaza"
10687,"central world"
10688,"mall of america"
10689,"centro santa fe"
10690,"dubai mall"
10691,"galeries lafayette"
10692,"centro coyoacÃƒÂ¡n"
10693,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
10694,"robinsons galleria"
10695,"centro santa fe"
10696,vivocity
10697,"king of prussia mall"
10698,"faisalabad mall"
10699,"central world"
10700,"fifth avenue"
10701,"sm seaside city cebu"
10702,"faisalabad mall"
10703,"sm mall of asia"
10704,"nanjing deji plaza"
10705,"centro santa fe"
10706,"nanjing deji plaza"
10707,"plaza satÃƒÂ©lite"
10708,"moscow mall"
10709,"sm mall of asia"
10710,"sm mall of asia"
10711,"mitsui outlet park"
10712,"pavilion kuala lumpur"
10713,"plaza satÃƒÂ©lite"
10714,"beverly center"
10715,"oasis mall"
10716,"nanjing deji plaza"
10717,"faisalabad mall"
10718,"south coast plaza"
10719,"sm seaside city cebu"
10720,"central embassy"
10721,"nanjing deji plaza"
10722,"mall of america"
10723,"westfield london"
10724,"korsh mall"
10725,"prada store tokyo"
10726,"robinsons galleria"
10727,"the shops at columbus circle"
10728,"mall of america"
10729,"aventura mall"
10730,"the dubai mall"
10731,"forum istanbul"
10732,"mall of america"
10733,"nanjing deji plaza"
10734,"king of prussia mall"
10735,"moscow mall"
10736,"korsh mall"
10737,"istanbul cevahir avm"
10738,"mall of the emirates"
