invoice_no,customer_id,gender,age,category,shopping_mall,country,quantity,price,payment_method,invoice_date,total_cost,normalized_spending,season,age_group,store_name
I854147,C108885,1,23,Cosmetics,marina bay sands shopping mall,Singapore,4,162.64,Debit Card,19/07/2021,650.56,0.024783238,Summer,18-25,Ulta Beauty
I240898,C263354,1,30,Shoes,mall of america,USA,3,1800.51,Credit Card,19/07/2021,5401.53,0.205772571,Summer,26-35,Adidas
I309566,C198366,0,24,Shoes,central embassy,Thailand,5,3000.85,Credit Card,19/07/2021,15004.25,0.571590476,Summer,18-25,Adidas
I344589,C235819,1,65,Technology,westfield parramatta,Australia,3,3150,Debit Card,19/07/2021,9450,0.36,Summer,36+,Sony Store
I130995,C593184,0,56,Cosmetics,galleria vittorio emanuele ii,Italy,2,81.32,Credit Card,19/07/2021,162.64,0.00619581,Summer,36+,Sephora
I202829,C352654,1,64,Books,the outlets at orange,USA,1,15.15,Cash,19/07/2021,15.15,0.000577143,Summer,36+,Waterstones
I534301,C978587,1,63,Food & Beverage,takashimaya,Japan,3,15.69,Cash,19/07/2021,47.07,0.001793143,Summer,36+,Mcdonald's
I230065,C145492,1,41,Souvenir,mitsui outlet park,Japan,3,35.19,Credit Card,19/07/2021,105.57,0.004021714,Summer,36+,Hard Rock Cafe
I165396,C307537,0,25,Toys,nanjing deji plaza,China,3,107.52,Cash,19/07/2021,322.56,0.012288,Summer,18-25,Disney Store
I113088,C330959,1,28,Food & Beverage,dubai mall,UAE,5,26.15,Cash,19/07/2021,130.75,0.004980952,Summer,26-35,Starbucks
I261235,C168291,0,51,Clothing,dubai mall,UAE,1,300.08,Cash,19/07/2021,300.08,0.011431619,Summer,36+,Forever 21
I401977,C331214,1,28,Souvenir,mitsui outlet park,Japan,2,23.46,Cash,19/07/2021,46.92,0.001787429,Summer,26-35,The Souvenir Shop
I961549,C369532,0,26,Clothing,dubai mall,UAE,1,300.08,Cash,19/07/2021,300.08,0.011431619,Summer,26-35,Gap
I509924,C315534,1,56,Toys,istanbul cevahir avm,Turkey,2,71.68,Cash,18/07/2021,143.36,0.005461333,Summer,36+,Disney Store
I319561,C187757,1,55,Clothing,beverly center,USA,1,300.08,Cash,18/07/2021,300.08,0.011431619,Summer,36+,Forever 21
I223124,C184824,1,62,Cosmetics,westfield world trade center,USA,3,121.98,Cash,18/07/2021,365.94,0.013940571,Summer,36+,Sephora
I396699,C238369,1,65,Cosmetics,king abdulaziz center,Saudi Arabia,2,81.32,Cash,18/07/2021,162.64,0.00619581,Summer,36+,Sephora
I131981,C634931,0,45,Clothing,chadstone shopping centre,Australia,4,1200.32,Cash,18/07/2021,4801.28,0.182905905,Summer,36+,H&M
I319436,C759149,1,52,Clothing,lujiazui shopping mall,China,3,900.24,Debit Card,18/07/2021,2700.72,0.102884571,Summer,36+,Prada
I152586,C229482,1,49,Shoes,the outlets at orange,USA,3,1800.51,Credit Card,18/07/2021,5401.53,0.205772571,Summer,36+,Nike
I154667,C421647,0,68,Clothing,lotte world mall,South Korea,3,900.24,Debit Card,18/07/2021,2700.72,0.102884571,Summer,36+,H&M
I322353,C116169,1,50,Technology,istanbul cevahir avm,Turkey,5,5250,Credit Card,18/07/2021,26250,1,Summer,36+,Microsoft Store
I598369,C147211,0,44,Shoes,vivocity,Singapore,5,3000.85,Credit Card,17/07/2021,15004.25,0.571590476,Summer,36+,Foot Locker
I156466,C332470,0,57,Clothing,siam paragon,Thailand,5,1500.4,Cash,17/07/2021,7502,0.285790476,Summer,36+,Prada
I312448,C478613,1,25,Clothing,vivocity,Singapore,2,600.16,Cash,17/07/2021,1200.32,0.045726476,Summer,18-25,Forever 21
I197836,C283171,0,62,Clothing,the grove,USA,2,600.16,Debit Card,17/07/2021,1200.32,0.045726476,Summer,36+,Gap
I227594,C220243,1,21,Clothing,mitsui outlet park,Japan,2,600.16,Debit Card,17/07/2021,1200.32,0.045726476,Summer,18-25,Prada
I142719,C131580,0,56,Clothing,central embassy,Thailand,2,600.16,Cash,17/07/2021,1200.32,0.045726476,Summer,36+,Forever 21
I313795,C127625,1,69,Clothing,central embassy,Thailand,5,1500.4,Cash,17/07/2021,7502,0.285790476,Summer,36+,Forever 21
I267944,C440427,0,44,Clothing,la rinascente,Italy,3,900.24,Credit Card,17/07/2021,2700.72,0.102884571,Summer,36+,Forever 21
I338607,C539496,0,36,Clothing,mall of america,USA,4,1200.32,Cash,17/07/2021,4801.28,0.182905905,Summer,36+,Gap
I227565,C292917,0,32,Food & Beverage,galleria mall,Egypt,5,26.15,Cash,17/07/2021,130.75,0.004980952,Summer,26-35,Mcdonald's
I302108,C293098,0,53,Toys,westfield london,UK,3,107.52,Debit Card,17/07/2021,322.56,0.012288,Summer,36+,Hamleys
I112751,C126874,1,28,Food & Beverage,the shops at columbus circle,USA,1,5.23,Cash,17/07/2021,5.23,0.000199238,Summer,26-35,Taco Bell
I265038,C663839,1,33,Food & Beverage,mall of america,USA,5,26.15,Cash,17/07/2021,130.75,0.004980952,Summer,26-35,Taco Bell
I592114,C211238,1,42,Souvenir,centro santa fe,Mexico,4,46.92,Cash,17/07/2021,187.68,0.007149714,Summer,36+,World Market
I228061,C222300,1,61,Clothing,avenue des champs-Ã©lysÃ©es,France,1,300.08,Debit Card,17/07/2021,300.08,0.011431619,Summer,36+,H&M
I329528,C302736,1,39,Food & Beverage,siam paragon,Thailand,5,26.15,Debit Card,17/07/2021,130.75,0.004980952,Summer,36+,Starbucks
I140950,C308092,0,23,Toys,king of prussia mall,USA,2,71.68,Credit Card,17/07/2021,143.36,0.005461333,Summer,18-25,Hamleys
I293771,C313207,0,25,Toys,pavilion kuala lumpur,Malaysia,3,107.52,Debit Card,17/07/2021,322.56,0.012288,Summer,18-25,Toys R Us
I226544,C139394,1,66,Toys,the shops at columbus circle,USA,4,143.36,Cash,17/07/2021,573.44,0.021845333,Summer,36+,Hamleys
I221547,C476125,1,55,Clothing,chadstone shopping centre,Australia,1,300.08,Credit Card,17/07/2021,300.08,0.011431619,Summer,36+,Gap
I182631,C102566,1,40,Toys,central embassy,Thailand,5,179.2,Cash,17/07/2021,896,0.034133333,Summer,36+,Toys R Us
I223680,C925591,1,50,Cosmetics,westfield parramatta,Australia,3,121.98,Debit Card,16/07/2021,365.94,0.013940571,Summer,36+,Sephora
I556308,C102646,1,56,Clothing,south coast plaza,USA,1,300.08,Debit Card,16/07/2021,300.08,0.011431619,Summer,36+,Gap
I323928,C328195,1,59,Cosmetics,central embassy,Thailand,3,121.98,Cash,16/07/2021,365.94,0.013940571,Summer,36+,The Body Shop
I178021,C315742,0,53,Clothing,marina bay sands shopping mall,Singapore,1,300.08,Credit Card,16/07/2021,300.08,0.011431619,Summer,36+,Gap
I289889,C875983,0,33,Clothing,robinsons galleria,Philippines,1,300.08,Cash,16/07/2021,300.08,0.011431619,Summer,26-35,Gap
I203526,C440342,1,30,Clothing,sm seaside city cebu,Philippines,1,300.08,Debit Card,16/07/2021,300.08,0.011431619,Summer,26-35,Forever 21
I192637,C166670,1,33,Clothing,moscow mall,Russia,5,1500.4,Cash,16/07/2021,7502,0.285790476,Summer,26-35,Forever 21
I175726,C130682,1,37,Clothing,la rinascente,Italy,2,600.16,Cash,16/07/2021,1200.32,0.045726476,Summer,36+,Prada
I182607,C137108,1,67,Cosmetics,takashimaya,Japan,4,162.64,Credit Card,16/07/2021,650.56,0.024783238,Summer,36+,MAC
I161146,C137004,1,56,Clothing,fifth avenue,USA,5,1500.4,Cash,16/07/2021,7502,0.285790476,Summer,36+,H&M
I152681,C174146,1,22,Clothing,the dubai mall,UAE,3,900.24,Cash,16/07/2021,2700.72,0.102884571,Summer,18-25,Gap
I173413,C292854,0,38,Clothing,beverly center,USA,2,600.16,Debit Card,16/07/2021,1200.32,0.045726476,Summer,36+,Gap
I216973,C303955,1,53,Clothing,kuala lumpur city centre (klcc),Malaysia,2,600.16,Credit Card,16/07/2021,1200.32,0.045726476,Summer,36+,Zara
I202654,C205007,0,28,Shoes,galeries lafayette,France,5,3000.85,Credit Card,16/07/2021,15004.25,0.571590476,Summer,26-35,Adidas
I975102,C499413,1,31,Clothing,robinsons galleria,Philippines,2,600.16,Credit Card,15/07/2021,1200.32,0.045726476,Summer,26-35,Gap
I146693,C291895,0,68,Cosmetics,avenue des champs-Ã©lysÃ©es,France,4,162.64,Cash,15/07/2021,650.56,0.024783238,Summer,36+,The Body Shop
I152618,C509643,1,41,Technology,central world,Thailand,4,4200,Debit Card,15/07/2021,16800,0.64,Summer,36+,Sony Store
I477075,C182381,1,60,Cosmetics,pavilion kuala lumpur,Malaysia,5,203.3,Credit Card,15/07/2021,1016.5,0.03872381,Summer,36+,Ulta Beauty
I558059,C162723,1,27,Clothing,mitsui outlet park,Japan,4,1200.32,Credit Card,15/07/2021,4801.28,0.182905905,Summer,26-35,Forever 21
I116204,C244579,1,33,Clothing,prada store tokyo,Japan,4,1200.32,Cash,15/07/2021,4801.28,0.182905905,Summer,26-35,Gap
I664547,C275858,1,30,Clothing,pavilion kuala lumpur,Malaysia,4,1200.32,Debit Card,15/07/2021,4801.28,0.182905905,Summer,26-35,H&M
I289841,C127004,1,41,Food & Beverage,mitsui outlet park,Japan,1,5.23,Cash,15/07/2021,5.23,0.000199238,Summer,36+,Mcdonald's
I214442,C539840,0,19,Cosmetics,zorlu center,Turkey,3,121.98,Debit Card,15/07/2021,365.94,0.013940571,Summer,18-25,MAC
I174058,C309151,1,22,Books,nanjing deji plaza,China,4,60.6,Credit Card,15/07/2021,242.4,0.009234286,Summer,18-25,Barnes & Noble
I882618,C839973,1,31,Clothing,galeries lafayette,France,1,300.08,Cash,15/07/2021,300.08,0.011431619,Summer,26-35,Gap
I517431,C191174,0,49,Clothing,korsh mall,Egypt,1,300.08,Cash,15/07/2021,300.08,0.011431619,Summer,36+,Zara
I744481,C314844,1,21,Souvenir,galeries lafayette,France,1,11.73,Credit Card,14/07/2021,11.73,0.000446857,Summer,18-25,World Market
I355649,C336783,1,57,Toys,mitsui outlet park,Japan,2,71.68,Cash,14/07/2021,143.36,0.005461333,Summer,36+,Toys R Us
I309552,C111611,1,53,Food & Beverage,mall of america,USA,4,20.92,Credit Card,14/07/2021,83.68,0.00318781,Summer,36+,Starbucks
I156107,C164916,0,66,Cosmetics,centro coyoacÃ¡n,Mexico,1,40.66,Credit Card,14/07/2021,40.66,0.001548952,Summer,36+,Ulta Beauty
I274886,C161770,1,21,Food & Beverage,kuala lumpur city centre (klcc),Malaysia,3,15.69,Cash,14/07/2021,47.07,0.001793143,Summer,18-25,Pizza Hut
I468629,C222544,1,45,Cosmetics,pavilion kuala lumpur,Malaysia,2,81.32,Credit Card,14/07/2021,162.64,0.00619581,Summer,36+,The Body Shop
I323614,C284982,0,26,Clothing,kuala lumpur city centre (klcc),Malaysia,2,600.16,Credit Card,14/07/2021,1200.32,0.045726476,Summer,26-35,Prada
I368879,C144678,1,50,Clothing,prada store tokyo,Japan,3,900.24,Cash,14/07/2021,2700.72,0.102884571,Summer,36+,H&M
I147814,C185512,1,32,Clothing,korsh mall,Egypt,5,1500.4,Credit Card,14/07/2021,7502,0.285790476,Summer,26-35,Zara
I210166,C128488,0,27,Clothing,marina bay sands shopping mall,Singapore,4,1200.32,Debit Card,14/07/2021,4801.28,0.182905905,Summer,26-35,Prada
I285634,C306476,1,63,Clothing,central embassy,Thailand,3,900.24,Cash,14/07/2021,2700.72,0.102884571,Summer,36+,Prada
I963588,C194885,1,47,Cosmetics,king abdulaziz center,Saudi Arabia,5,203.3,Cash,14/07/2021,1016.5,0.03872381,Summer,36+,MAC
I362416,C119461,1,24,Clothing,faisalabad mall,Pakistan,2,600.16,Credit Card,14/07/2021,1200.32,0.045726476,Summer,18-25,Gap
I894589,C280989,0,35,Clothing,the grove,USA,3,900.24,Cash,13/07/2021,2700.72,0.102884571,Summer,26-35,H&M
I202227,C117487,1,40,Clothing,centro coyoacÃ¡n,Mexico,2,600.16,Credit Card,13/07/2021,1200.32,0.045726476,Summer,36+,Prada
I128008,C323349,1,29,Clothing,westfield parramatta,Australia,5,1500.4,Cash,13/07/2021,7502,0.285790476,Summer,26-35,Forever 21
I990653,C809614,1,54,Clothing,prada store tokyo,Japan,2,600.16,Credit Card,13/07/2021,1200.32,0.045726476,Summer,36+,Prada
I329827,C188339,1,54,Clothing,beverly center,USA,4,1200.32,Credit Card,13/07/2021,4801.28,0.182905905,Summer,36+,Zara
I370107,C328516,1,24,Clothing,the outlets at orange,USA,3,900.24,Credit Card,13/07/2021,2700.72,0.102884571,Summer,18-25,Gap
I869105,C212805,1,27,Clothing,oasis mall,Egypt,4,1200.32,Credit Card,13/07/2021,4801.28,0.182905905,Summer,26-35,Prada
I184753,C683598,1,62,Clothing,oasis mall,Egypt,5,1500.4,Cash,13/07/2021,7502,0.285790476,Summer,36+,Zara
I226945,C153719,1,60,Clothing,centro coyoacÃ¡n,Mexico,5,1500.4,Credit Card,13/07/2021,7502,0.285790476,Summer,36+,Gap
I190262,C294383,1,44,Food & Beverage,korsh mall,Egypt,2,10.46,Cash,13/07/2021,20.92,0.000796952,Summer,36+,Starbucks
I153436,C134291,0,37,Food & Beverage,dubai mall,UAE,5,26.15,Credit Card,13/07/2021,130.75,0.004980952,Summer,36+,Starbucks
I183356,C213357,0,41,Toys,dubai mall,UAE,2,71.68,Credit Card,13/07/2021,143.36,0.005461333,Summer,36+,Disney Store
I181433,C609576,1,67,Cosmetics,siam paragon,Thailand,3,121.98,Debit Card,13/07/2021,365.94,0.013940571,Summer,36+,MAC
I181460,C130234,1,21,Cosmetics,westfield london,UK,3,121.98,Credit Card,13/07/2021,365.94,0.013940571,Summer,18-25,MAC
I583242,C254000,0,64,Toys,chadstone shopping centre,Australia,3,107.52,Cash,13/07/2021,322.56,0.012288,Summer,36+,Hamleys
I155283,C198648,1,23,Clothing,galeries lafayette,France,1,300.08,Credit Card,13/07/2021,300.08,0.011431619,Summer,18-25,Prada
I296250,C683478,0,50,Cosmetics,south coast plaza,USA,1,40.66,Cash,13/07/2021,40.66,0.001548952,Summer,36+,MAC
I311442,C212160,0,53,Toys,vivocity,Singapore,3,107.52,Cash,13/07/2021,322.56,0.012288,Summer,36+,Toys R Us
I251003,C146155,0,56,Food & Beverage,dubai mall,UAE,3,15.69,Debit Card,12/07/2021,47.07,0.001793143,Summer,36+,Pizza Hut
I201704,C340116,1,53,Food & Beverage,centro coyoacÃ¡n,Mexico,3,15.69,Cash,12/07/2021,47.07,0.001793143,Summer,36+,Mcdonald's
I131359,C335952,1,55,Cosmetics,central world,Thailand,2,81.32,Cash,12/07/2021,162.64,0.00619581,Summer,36+,Sephora
I147328,C264881,1,32,Toys,centro coyoacÃ¡n,Mexico,2,71.68,Cash,12/07/2021,143.36,0.005461333,Summer,26-35,Toys R Us
I210509,C278438,1,28,Clothing,lujiazui shopping mall,China,1,300.08,Credit Card,12/07/2021,300.08,0.011431619,Summer,26-35,Prada
I122485,C125048,0,23,Cosmetics,nanjing deji plaza,China,1,40.66,Credit Card,12/07/2021,40.66,0.001548952,Summer,18-25,MAC
I112259,C175200,0,43,Cosmetics,westfield parramatta,Australia,1,40.66,Credit Card,12/07/2021,40.66,0.001548952,Summer,36+,Sephora
I172194,C271508,0,19,Souvenir,lotte world mall,South Korea,2,23.46,Credit Card,12/07/2021,46.92,0.001787429,Summer,18-25,Hard Rock Cafe
I179482,C230703,1,69,Food & Beverage,nanjing deji plaza,China,2,10.46,Credit Card,12/07/2021,20.92,0.000796952,Summer,36+,Taco Bell
I330300,C326203,0,55,Books,centro santa fe,Mexico,3,45.45,Credit Card,12/07/2021,136.35,0.005194286,Summer,36+,Waterstones
I205274,C118803,1,34,Clothing,oasis mall,Egypt,1,300.08,Cash,12/07/2021,300.08,0.011431619,Summer,26-35,H&M
I177782,C108821,0,62,Books,mall of the emirates,UAE,2,30.3,Credit Card,12/07/2021,60.6,0.002308571,Summer,36+,Kinokuniya
I992148,C698527,0,50,Toys,westfield world trade center,USA,2,71.68,Credit Card,12/07/2021,143.36,0.005461333,Summer,36+,Toys R Us
I258322,C220281,0,50,Clothing,mall of america,USA,4,1200.32,Cash,12/07/2021,4801.28,0.182905905,Summer,36+,Zara
I783453,C224729,1,67,Technology,siam paragon,Thailand,4,4200,Cash,12/07/2021,16800,0.64,Summer,36+,Samsung
I140842,C862887,0,19,Technology,marina bay sands shopping mall,Singapore,1,1050,Credit Card,12/07/2021,1050,0.04,Summer,18-25,Samsung
I107438,C320625,1,18,Clothing,south coast plaza,USA,5,1500.4,Cash,12/07/2021,7502,0.285790476,Summer,18-25,H&M
I927649,C799513,1,50,Clothing,king of prussia mall,USA,3,900.24,Debit Card,12/07/2021,2700.72,0.102884571,Summer,36+,Gap
I318336,C374841,0,52,Cosmetics,the mall at millenia,USA,5,203.3,Cash,12/07/2021,1016.5,0.03872381,Summer,36+,The Body Shop
I208780,C189835,1,53,Cosmetics,galleria mall,Egypt,5,203.3,Cash,12/07/2021,1016.5,0.03872381,Summer,36+,Ulta Beauty
I162465,C157221,1,47,Clothing,faisalabad mall,Pakistan,4,1200.32,Credit Card,12/07/2021,4801.28,0.182905905,Summer,36+,Zara
I327439,C433627,1,54,Books,westfield parramatta,Australia,2,30.3,Debit Card,12/07/2021,60.6,0.002308571,Summer,36+,Waterstones
I269853,C236844,0,36,Cosmetics,dubai mall,UAE,1,40.66,Debit Card,11/07/2021,40.66,0.001548952,Summer,36+,Sephora
I207719,C146374,0,43,Clothing,pavilion kuala lumpur,Malaysia,1,300.08,Debit Card,11/07/2021,300.08,0.011431619,Summer,36+,H&M
I326649,C190767,0,38,Books,the mall at millenia,USA,5,75.75,Credit Card,11/07/2021,378.75,0.014428571,Summer,36+,Waterstones
I224328,C237264,1,38,Cosmetics,galeries lafayette,France,1,40.66,Cash,11/07/2021,40.66,0.001548952,Summer,36+,The Body Shop
I214345,C126893,0,33,Shoes,nanjing deji plaza,China,4,2400.68,Credit Card,11/07/2021,9602.72,0.365817905,Summer,26-35,Foot Locker
I337777,C124299,1,43,Clothing,kanyon,Turkey,5,1500.4,Cash,11/07/2021,7502,0.285790476,Summer,36+,Zara
I257508,C114059,0,32,Clothing,moscow mall,Russia,3,900.24,Cash,11/07/2021,2700.72,0.102884571,Summer,26-35,Forever 21
I109053,C232624,0,51,Clothing,vivocity,Singapore,4,1200.32,Debit Card,11/07/2021,4801.28,0.182905905,Summer,36+,Zara
I136365,C339567,0,26,Clothing,galeries lafayette,France,2,600.16,Cash,11/07/2021,1200.32,0.045726476,Summer,26-35,Prada
I308057,C610606,0,56,Clothing,marina bay sands shopping mall,Singapore,2,600.16,Cash,11/07/2021,1200.32,0.045726476,Summer,36+,Forever 21
I352528,C272287,0,38,Shoes,dubai mall,UAE,2,1200.34,Credit Card,11/07/2021,2400.68,0.091454476,Summer,36+,New Balance
I751601,C102829,1,18,Clothing,the grove,USA,4,1200.32,Credit Card,11/07/2021,4801.28,0.182905905,Summer,18-25,H&M
I261639,C278657,0,38,Shoes,galleria mall,Egypt,5,3000.85,Cash,11/07/2021,15004.25,0.571590476,Summer,36+,Nike
I324797,C215053,0,42,Technology,centro santa fe,Mexico,1,1050,Debit Card,11/07/2021,1050,0.04,Summer,36+,Sony Store
I836360,C270041,1,62,Clothing,la rinascente,Italy,4,1200.32,Cash,10/07/2021,4801.28,0.182905905,Summer,36+,Prada
I288822,C348970,1,64,Clothing,robinsons place manila,Philippines,5,1500.4,Cash,10/07/2021,7502,0.285790476,Summer,36+,Gap
I153467,C140745,0,59,Cosmetics,westfield london,UK,4,162.64,Cash,10/07/2021,650.56,0.024783238,Summer,36+,MAC
I383395,C334805,1,29,Clothing,the grove,USA,2,600.16,Debit Card,10/07/2021,1200.32,0.045726476,Summer,26-35,Prada
I308136,C228681,0,68,Clothing,galleria mall,Egypt,4,1200.32,Debit Card,10/07/2021,4801.28,0.182905905,Summer,36+,Gap
I312054,C109993,0,66,Clothing,faisalabad mall,Pakistan,4,1200.32,Credit Card,10/07/2021,4801.28,0.182905905,Summer,36+,Zara
I314977,C219163,0,38,Clothing,westfield world trade center,USA,5,1500.4,Credit Card,10/07/2021,7502,0.285790476,Summer,36+,Zara
I230822,C202803,0,34,Clothing,the grove,USA,5,1500.4,Cash,10/07/2021,7502,0.285790476,Summer,26-35,Forever 21
I232395,C205688,0,61,Clothing,tokyo midtown,Japan,1,300.08,Debit Card,10/07/2021,300.08,0.011431619,Summer,36+,Zara
I912553,C758661,1,39,Toys,robinsons place manila,Philippines,1,35.84,Debit Card,10/07/2021,35.84,0.001365333,Summer,36+,Disney Store
I132188,C200842,0,41,Books,pavilion kuala lumpur,Malaysia,3,45.45,Credit Card,10/07/2021,136.35,0.005194286,Summer,36+,Barnes & Noble
I403579,C229357,1,39,Toys,king of prussia mall,USA,3,107.52,Credit Card,10/07/2021,322.56,0.012288,Summer,36+,Toys R Us
I254412,C149337,1,37,Food & Beverage,centro santa fe,Mexico,4,20.92,Cash,10/07/2021,83.68,0.00318781,Summer,36+,Mcdonald's
I302293,C546437,0,40,Souvenir,korsh mall,Egypt,2,23.46,Credit Card,10/07/2021,46.92,0.001787429,Summer,36+,The Souvenir Shop
I163422,C134567,1,25,Clothing,robinsons galleria,Philippines,1,300.08,Credit Card,09/07/2021,300.08,0.011431619,Summer,18-25,Prada
I159487,C104985,0,36,Clothing,mitsui outlet park,Japan,1,300.08,Cash,09/07/2021,300.08,0.011431619,Summer,36+,Prada
I109018,C328169,1,39,Toys,oasis mall,Egypt,3,107.52,Credit Card,09/07/2021,322.56,0.012288,Summer,36+,Hamleys
I106979,C174339,1,41,Toys,mitsui outlet park,Japan,2,71.68,Debit Card,09/07/2021,143.36,0.005461333,Summer,36+,Disney Store
I314355,C126815,0,48,Souvenir,mall of the emirates,UAE,3,35.19,Cash,09/07/2021,105.57,0.004021714,Summer,36+,World Market
I118248,C149161,0,36,Food & Beverage,mitsui outlet park,Japan,3,15.69,Credit Card,09/07/2021,47.07,0.001793143,Summer,36+,Taco Bell
I298471,C143586,1,50,Cosmetics,westfield parramatta,Australia,2,81.32,Cash,09/07/2021,162.64,0.00619581,Summer,36+,The Body Shop
I322039,C257825,0,34,Books,the outlets at orange,USA,3,45.45,Credit Card,09/07/2021,136.35,0.005194286,Summer,26-35,Barnes & Noble
I206789,C663997,1,60,Technology,zorlu center,Turkey,1,1050,Credit Card,09/07/2021,1050,0.04,Summer,36+,Microsoft Store
I665745,C846668,0,33,Clothing,aventura mall,USA,2,600.16,Cash,09/07/2021,1200.32,0.045726476,Summer,26-35,Gap
I157758,C260923,0,54,Clothing,mall of the emirates,UAE,4,1200.32,Cash,09/07/2021,4801.28,0.182905905,Summer,36+,H&M
I306004,C152188,1,55,Clothing,takashimaya,Japan,2,600.16,Cash,09/07/2021,1200.32,0.045726476,Summer,36+,Gap
I216892,C142891,1,49,Clothing,moscow mall,Russia,3,900.24,Credit Card,09/07/2021,2700.72,0.102884571,Summer,36+,Forever 21
I333293,C271142,1,57,Cosmetics,pavilion kuala lumpur,Malaysia,5,203.3,Cash,09/07/2021,1016.5,0.03872381,Summer,36+,Ulta Beauty
I685763,C447739,1,28,Technology,dubai mall,UAE,1,1050,Cash,09/07/2021,1050,0.04,Summer,26-35,Apple Store
I196485,C706311,1,51,Clothing,aventura mall,USA,3,900.24,Debit Card,09/07/2021,2700.72,0.102884571,Summer,36+,Prada
I170766,C755297,1,66,Clothing,vivocity,Singapore,4,1200.32,Cash,09/07/2021,4801.28,0.182905905,Summer,36+,Prada
I633215,C242332,1,67,Clothing,pavilion kuala lumpur,Malaysia,4,1200.32,Cash,09/07/2021,4801.28,0.182905905,Summer,36+,Zara
I705065,C230528,0,57,Shoes,kuala lumpur city centre (klcc),Malaysia,5,3000.85,Credit Card,09/07/2021,15004.25,0.571590476,Summer,36+,Nike
I784128,C189693,1,58,Shoes,sm seaside city cebu,Philippines,3,1800.51,Cash,09/07/2021,5401.53,0.205772571,Summer,36+,Puma
I219698,C819112,1,27,Clothing,korsh mall,Egypt,4,1200.32,Credit Card,09/07/2021,4801.28,0.182905905,Summer,26-35,Gap
I110863,C125407,0,26,Shoes,mall of the emirates,UAE,5,3000.85,Credit Card,08/07/2021,15004.25,0.571590476,Summer,26-35,New Balance
I198776,C235239,1,53,Technology,vivocity,Singapore,4,4200,Cash,08/07/2021,16800,0.64,Summer,36+,Apple Store
